ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
202,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2009,F,Female,Y_GE10,10 years old and over,_T,All areas,5.87,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
203,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,2015,M,Male,Y_GE12,12 years old and over,_T,All areas,6.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Budget Survey to apply ICATUS.,2017,"sex, age, urbanization",1
204,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2009,M,Male,Y_GE10,10 years old and over,_T,All areas,4.72,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
205,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2000,F,Female,Y_GE10,10 years old and over,_T,All areas,7.82,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,2017,"sex, age, urbanization",
206,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,2006,F,Female,Y_GE15,15 years old and over,_T,All areas,8.4,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.,2017,"sex, age, urbanization",1
207,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2004,F,Female,Y20T74,20 to 74 years old,_T,All areas,7.78,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",
208,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2004,M,Male,Y20T74,20 to 74 years old,_T,All areas,6.25,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",
209,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2007,F,Female,Y_GE10,10 years old and over,_T,All areas,6.08,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
210,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2009,F,Female,Y_GE10,10 years old and over,_T,All areas,6.38,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
211,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2004,F,Female,Y_GE10,10 years old and over,_T,All areas,6.58,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
212,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2009,F,Female,Y_GE10,10 years old and over,_T,All areas,7.67,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
213,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,F,Female,Y_GE10,10 years old and over,_T,All areas,7.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
214,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2010,F,Female,Y_GE10,10 years old and over,_T,All areas,5.82,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
215,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2000,F,Female,Y_GE10,10 years old and over,_T,All areas,6.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
216,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,2014,F,Female,Y_GE10,10 years old and over,_T,All areas,6.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
217,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,2012,F,Female,Y_GE10,10 years old and over,_T,All areas,7.53,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
218,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2007,M,Male,Y_GE10,10 years old and over,_T,All areas,5.83,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
219,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2009,M,Male,Y_GE10,10 years old and over,_T,All areas,5.8,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
220,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2004,M,Male,Y_GE10,10 years old and over,_T,All areas,5.98,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
221,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2009,M,Male,Y_GE10,10 years old and over,_T,All areas,6.8,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
222,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,M,Male,Y_GE10,10 years old and over,_T,All areas,6.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
223,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2010,M,Male,Y_GE10,10 years old and over,_T,All areas,5.36,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
224,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2000,M,Male,Y_GE10,10 years old and over,_T,All areas,5.9,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
225,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,2014,M,Male,Y_GE10,10 years old and over,_T,All areas,4.72,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
226,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,2003,M,Male,Y_GE10,10 years old and over,_T,All areas,5.38,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
227,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,2012,M,Male,Y_GE10,10 years old and over,_T,All areas,6.27,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
228,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,2010,F,Female,Y_GE12,12 years old and over,_T,All areas,7.3,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",
229,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,2010,M,Male,Y_GE12,12 years old and over,_T,All areas,6.12,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",
230,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,F,Female,Y15T24,15 to 24 years old,_T,All areas,4.47,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
231,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,M,Male,Y15T24,15 to 24 years old,_T,All areas,3.6,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
232,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2004,F,Female,Y20T74,20 to 74 years old,_T,All areas,7.23,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
233,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,2001,F,Female,Y20T74,20 to 74 years old,_T,All areas,8.08,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
234,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2009,F,Female,Y20T74,20 to 74 years old,_T,All areas,7.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
235,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2004,M,Male,Y20T74,20 to 74 years old,_T,All areas,6.65,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
236,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,2001,M,Male,Y20T74,20 to 74 years old,_T,All areas,7.02,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
237,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2009,M,Male,Y20T74,20 to 74 years old,_T,All areas,5.63,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
238,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,F,Female,Y25T44,25 to 44 years old,_T,All areas,8.77,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
239,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,M,Male,Y25T44,25 to 44 years old,_T,All areas,7.7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
240,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,F,Female,Y45T64,45 to 64 years old,_T,All areas,8.63,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
241,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,M,Male,Y45T64,45 to 64 years old,_T,All areas,7.22,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
242,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2015,F,Female,Y_GE06,6 years old and over,_T,All areas,6.77,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
243,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2015,M,Male,Y_GE06,6 years old and over,_T,All areas,6.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
244,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,F,Female,Y_GE65,65 years old and over,_T,All areas,5.33,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
245,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2010,M,Male,Y_GE65,65 years old and over,_T,All areas,5.15,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
246,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,2003,F,Female,Y_GE10,10 years old and over,_T,All areas,6.48,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
247,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,2010,F,Female,Y_GE15,15 years old and over,_T,All areas,6.65,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time-use and Volunteer Activities Survey to apply ICATUS.,2017,"sex, age, urbanization",
248,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,2010,M,Male,Y_GE15,15 years old and over,_T,All areas,6.17,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time-use and Volunteer Activities Survey to apply ICATUS.,2017,"sex, age, urbanization",
249,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2006,F,Female,Y_GE15,15 years old and over,_T,All areas,7.3,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Turkey - Time Use Survey 2006 to apply ICATUS.,2017,"sex, age, urbanization",
250,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2006,M,Male,Y_GE15,15 years old and over,_T,All areas,5.92,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Turkey - Time Use Survey 2006 to apply ICATUS.,2017,"sex, age, urbanization",
251,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2015,F,Female,Y_GE15,15 years old and over,_T,All areas,6.78,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Turkey - Time Use Survey 2014-15 to apply ICATUS.,2017,"sex, age, urbanization",1
252,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2015,M,Male,Y_GE15,15 years old and over,_T,All areas,5.9,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Turkey - Time Use Survey 2014-15 to apply ICATUS.,2017,"sex, age, urbanization",1
253,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,2001,F,Female,Y_GE15,15 years old and over,_T,All areas,9.05,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",2017,"sex, age, urbanization",1
254,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,2009,F,Female,Y_GE15,15 years old and over,_T,All areas,6.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",2017,"sex, age, urbanization",1
255,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2000,M,Male,Y_GE10,10 years old and over,_T,All areas,6.88,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,2017,"sex, age, urbanization",
256,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,2006,M,Male,Y_GE15,15 years old and over,_T,All areas,7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.,2017,"sex, age, urbanization",1
257,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",442,Luxembourg,LUX,6.092656563,49.77679538,Europe and Northern America,2014,F,Female,Y_GE10,10 years old and over,_T,All areas,6.42,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use of Luxembourg residents to apply ICATUS.,2017,"sex, age, urbanization",1
258,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",442,Luxembourg,LUX,6.092656563,49.77679538,Europe and Northern America,2014,M,Male,Y_GE10,10 years old and over,_T,All areas,5.88,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use of Luxembourg residents to apply ICATUS.,2017,"sex, age, urbanization",1
259,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2012,F,Female,Y_GE10,10 years old and over,_T,All areas,6.23,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the Time Use of the Romanians - 2012 to apply ICATUS.,2017,"sex, age, urbanization",1
