ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
901,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,2011,F,Female,31.65,PT,Percent,C,Country data,G,Global,Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 75 years old,PC - Population Census,2021,sex,
902,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,2014,F,Female,31.65,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
903,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2014,F,Female,31.67,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
904,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,2000,F,Female,31.69,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
905,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",2005,F,Female,31.72,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,"LFS - Employment, Unemployment Survey",2021,sex,
906,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2018,F,Female,31.74,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
907,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,2017,F,Female,31.74,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
908,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,2010,F,Female,31.75,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
909,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,2017,F,Female,31.76,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,LFS - National Labour Force Survey,2021,sex,1
910,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,2004,F,Female,31.76,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Continous Household Survey,2021,sex,
911,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,450,Madagascar,MDG,46.6982339,-19.38514785,Sub-Saharan Africa,2015,F,Female,31.77,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - National Survey on Employment and the Informal Sector,2021,sex,1
912,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,620,Portugal,PRT,-7.961599811,39.68509315,Europe and Northern America,2009,F,Female,31.78,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
913,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,2001,F,Female,31.79,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts,LFS - Labour Force Survey,2021,sex,
914,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2016,F,Female,31.79,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
915,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2012,F,Female,31.79,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
916,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2015,F,Female,31.79,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
917,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2017,F,Female,31.8,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
918,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,2012,F,Female,28.78,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
919,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,2018,F,Female,28.78,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Survey,2021,sex,
920,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,2013,F,Female,28.8,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,HIES - Households' Integrated Living Conditions Survey,2021,sex,
921,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,2005,F,Female,28.8,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Quarterly Labour Force Survey,2021,sex,
922,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,442,Luxembourg,LUX,6.092656563,49.77679538,Europe and Northern America,2003,F,Female,28.82,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
923,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,2006,F,Female,28.83,PT,Percent,C,Country data,G,Global,Data reference period: December | Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
924,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2005,F,Female,28.84,PT,Percent,C,Country data,G,Global,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,LFS - Labour Force Survey,2021,sex,
925,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2006,F,Female,28.86,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
926,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2004,F,Female,28.88,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
927,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,2001,F,Female,28.89,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
928,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,2015,F,Female,28.89,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Continuous Multi-Purpose Household Survey,2021,sex,
929,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2013,F,Female,28.9,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
930,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,2018,F,Female,28.9,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
931,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2010,F,Female,28.92,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
932,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,32,Argentina,ARG,-65.14563274,-35.19446255,Latin America and the Caribbean,2003,F,Female,28.95,PT,Percent,C,Country data,G,Global,Data reference period: Second semester | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 10 years old | Break in series: Other or unspecified type of break,LFS - Permanent Household Survey (Urban),2021,sex,
933,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,2010,F,Female,28.95,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Break in series: Methodology revised,HS - Multi-purpose Household Survey,2021,sex,
934,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,2007,F,Female,28.96,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,LFS - Continuous Employment Survey,2021,sex,
935,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2009,F,Female,28.99,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
936,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2014,F,Female,29,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
937,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,2010,F,Female,29,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
938,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,2000,F,Female,29.01,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
939,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2007,F,Female,28.21,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
940,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2016,F,Female,29.29,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
941,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,2002,F,Female,27.64,PT,Percent,C,Country data,G,Global,Data reference period: September | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,PC - Population Census,2021,sex,
942,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2011,F,Female,30.32,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
943,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,2010,F,Female,29.01,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Survey,2021,sex,
944,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,432,Landlocked developing countries (LLDCs),,,,,2012,F,Female,29.01,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
945,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,807,North Macedonia,MKD,21.7007909,41.60048068,Europe and Northern America,2014,F,Female,29.02,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
946,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2001,F,Female,29.04,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Sample Survey,2021,sex,
947,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2017,F,Female,29.05,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
948,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,2013,F,Female,29.06,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
949,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,2012,F,Female,29.06,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Survey,2021,sex,
950,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,2015,F,Female,29.07,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old,LFS - Household Labour Force Survey,2021,sex,
951,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2012,F,Female,29.07,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
952,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2003,F,Female,29.08,PT,Percent,C,Country data,G,Global,Data reference period: July | Age coverage - minimum age: 12 years old,HS - National Household Survey,2021,sex,
953,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,432,Landlocked developing countries (LLDCs),,,,,2017,F,Female,29.08,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
954,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,2011,F,Female,29.09,PT,Percent,C,Country data,G,Global,,LFS - Employment and Unemployment Survey,2021,sex,
955,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,2002,F,Female,29.12,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
956,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,722,Small island developing States (SIDS),,,,,2000,F,Female,29.13,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
957,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,432,Landlocked developing countries (LLDCs),,,,,2014,F,Female,29.14,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
958,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,2014,F,Female,29.15,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
959,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,432,Landlocked developing countries (LLDCs),,,,,2013,F,Female,29.16,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
960,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2005,F,Female,29.18,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
961,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2008,F,Female,29.19,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
962,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,2004,F,Female,29.19,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
963,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,143,Central Asia,,,,Central and Southern Asia,2005,F,Female,29.2,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
964,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,2019,F,Female,29.21,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Survey,2021,sex,1
965,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2017,F,Female,29.21,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
966,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2006,F,Female,29.21,PT,Percent,C,Country data,G,Global,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,LFS - Labour Force Survey,2021,sex,
967,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2018,F,Female,29.25,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
968,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2002,F,Female,29.25,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
969,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,2000,F,Female,29.3,PT,Percent,C,Country data,G,Global,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old,"LFS - National Survey on Employment, Unemployment and Underemployment",2021,sex,
970,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2003,F,Female,30.32,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
971,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,2019,F,Female,30.33,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Survey,2021,sex,1
972,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,862,Venezuela (Bolivarian Republic of),VEN,-66.15642084,7.121324748,Latin America and the Caribbean,2009,F,Female,30.33,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Sample Survey,2021,sex,
973,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,2019,F,Female,30.34,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
974,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,2007,F,Female,27.65,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,HIES - Household Socio-Economic Survey,2021,sex,
975,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,143,Central Asia,,,,Central and Southern Asia,2017,F,Female,30.35,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
976,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,702,Singapore,SGP,103.8107883,1.361009155,Eastern and South-Eastern Asia,2004,F,Female,27.65,PT,Percent,C,Country data,G,Global,"Data reference period: June | Population coverage: Nationals, residents",LFS - Labour Force Survey,2021,sex,
977,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,2012,F,Female,28.22,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,
978,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,2018,F,Female,30.35,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
979,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,143,Central Asia,,,,Central and Southern Asia,2016,F,Female,30.36,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
980,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2017,F,Female,30.37,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
981,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,143,Central Asia,,,,Central and Southern Asia,2004,F,Female,30.37,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
982,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2017,F,Female,30.38,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
983,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,143,Central Asia,,,,Central and Southern Asia,2019,F,Female,30.39,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
